DateTime,Open,High,Low,Closing Price
2023-05-24 15:00:00,26254.93000000,26259.67000000,26080.50000000,26150.00000000
2023-05-24 15:15:00,26150.01000000,26334.98000000,26144.13000000,26322.23000000
2023-05-24 15:30:00,26322.22000000,26377.63000000,26260.00000000,26298.77000000
2023-05-24 15:45:00,26298.77000000,26333.37000000,26288.89000000,26314.69000000
2023-05-24 16:00:00,26314.69000000,26326.47000000,26230.79000000,26260.51000000
2023-05-24 16:15:00,26260.51000000,26260.57000000,26185.01000000,26212.37000000
2023-05-24 16:30:00,26212.37000000,26240.00000000,26159.97000000,26191.30000000
2023-05-24 16:45:00,26191.30000000,26238.01000000,26169.62000000,26238.01000000
2023-05-24 17:00:00,26238.01000000,26238.79000000,26170.18000000,26203.44000000
2023-05-24 17:15:00,26203.44000000,26297.93000000,26202.64000000,26269.60000000
2023-05-24 17:30:00,26269.60000000,26358.99000000,26269.60000000,26342.49000000
2023-05-24 17:45:00,26342.48000000,26350.00000000,26259.97000000,26285.01000000
2023-05-24 18:00:00,26285.01000000,26324.41000000,26238.14000000,26281.36000000
2023-05-24 18:15:00,26281.35000000,26293.64000000,26227.74000000,26239.83000000
2023-05-24 18:30:00,26239.84000000,26285.48000000,26234.81000000,26278.97000000
2023-05-24 18:45:00,26278.97000000,26279.88000000,26214.00000000,26220.55000000
2023-05-24 19:00:00,26220.55000000,26259.95000000,26201.67000000,26257.11000000
2023-05-24 19:15:00,26257.11000000,26348.00000000,26237.34000000,26317.73000000
2023-05-24 19:30:00,26317.73000000,26397.64000000,26297.66000000,26298.86000000
2023-05-24 19:45:00,26298.86000000,26302.13000000,26232.36000000,26252.33000000
2023-05-24 20:00:00,26252.34000000,26287.09000000,26242.62000000,26254.96000000
2023-05-24 20:15:00,26254.95000000,26422.04000000,26254.95000000,26418.33000000
2023-05-24 20:30:00,26418.34000000,26486.46000000,26351.17000000,26351.17000000
2023-05-24 20:45:00,26351.18000000,26474.99000000,26322.95000000,26404.18000000
2023-05-24 21:00:00,26404.18000000,26464.65000000,26404.18000000,26424.57000000
2023-05-24 21:15:00,26424.57000000,26428.60000000,26377.30000000,26402.70000000
2023-05-24 21:30:00,26402.70000000,26407.31000000,26365.04000000,26377.45000000
2023-05-24 21:45:00,26377.45000000,26377.46000000,26310.48000000,26368.66000000
2023-05-24 22:00:00,26368.66000000,26382.77000000,26353.85000000,26382.74000000
2023-05-24 22:15:00,26382.73000000,26406.00000000,26336.17000000,26336.17000000
2023-05-24 22:30:00,26336.17000000,26364.29000000,26313.47000000,26346.69000000
2023-05-24 22:45:00,26346.69000000,26373.78000000,26336.96000000,26348.52000000
2023-05-24 23:00:00,26348.52000000,26394.16000000,26344.17000000,26385.49000000
2023-05-24 23:15:00,26385.48000000,26385.49000000,26318.25000000,26325.37000000
2023-05-24 23:30:00,26325.38000000,26360.07000000,26325.37000000,26360.06000000
2023-05-24 23:45:00,26360.07000000,26368.71000000,26329.00000000,26329.01000000
2023-05-25 00:00:00,26329.00000000,26394.37000000,26310.23000000,26357.29000000
2023-05-25 00:15:00,26357.29000000,26362.08000000,26269.47000000,26283.36000000
2023-05-25 00:30:00,26283.35000000,26289.95000000,26212.94000000,26221.60000000
2023-05-25 00:45:00,26221.59000000,26264.86000000,26197.12000000,26236.47000000
2023-05-25 01:00:00,26236.46000000,26318.58000000,26226.33000000,26239.13000000
2023-05-25 01:15:00,26239.12000000,26239.13000000,25871.89000000,25968.06000000
2023-05-25 01:30:00,25968.07000000,26142.36000000,25949.64000000,26100.78000000
2023-05-25 01:45:00,26100.79000000,26147.61000000,26050.17000000,26124.08000000
2023-05-25 02:00:00,26124.08000000,26142.12000000,26095.99000000,26139.99000000
2023-05-25 02:15:00,26139.98000000,26147.00000000,26080.22000000,26091.09000000
2023-05-25 02:30:00,26091.09000000,26105.18000000,26052.88000000,26095.81000000
2023-05-25 02:45:00,26095.81000000,26127.89000000,26085.17000000,26122.71000000
2023-05-25 03:00:00,26122.72000000,26227.71000000,26122.71000000,26155.27000000
2023-05-25 03:15:00,26155.26000000,26202.81000000,26140.56000000,26199.98000000
2023-05-25 03:30:00,26199.99000000,26219.68000000,26169.99000000,26190.48000000
2023-05-25 03:45:00,26190.49000000,26207.70000000,26183.72000000,26183.72000000
2023-05-25 04:00:00,26183.73000000,26202.00000000,26153.00000000,26201.78000000
2023-05-25 04:15:00,26201.79000000,26254.33000000,26194.13000000,26207.93000000
2023-05-25 04:30:00,26207.94000000,26269.30000000,26207.93000000,26222.20000000
2023-05-25 04:45:00,26222.21000000,26234.82000000,26202.90000000,26224.39000000
2023-05-25 05:00:00,26224.39000000,26238.60000000,26217.94000000,26222.99000000
2023-05-25 05:15:00,26222.98000000,26279.45000000,26214.40000000,26273.74000000
2023-05-25 05:30:00,26273.74000000,26274.05000000,26226.07000000,26235.22000000
2023-05-25 05:45:00,26235.22000000,26265.40000000,26235.21000000,26260.12000000
2023-05-25 06:00:00,26260.11000000,26300.00000000,26247.87000000,26247.87000000
2023-05-25 06:15:00,26247.88000000,26260.14000000,26238.46000000,26252.28000000
2023-05-25 06:30:00,26252.29000000,26274.40000000,26220.01000000,26256.54000000
2023-05-25 06:45:00,26256.53000000,26288.39000000,26247.83000000,26261.27000000
2023-05-25 07:00:00,26261.26000000,26267.29000000,26215.42000000,26236.66000000
2023-05-25 07:15:00,26236.66000000,26236.67000000,26178.16000000,26197.84000000
2023-05-25 07:30:00,26197.84000000,26200.00000000,26138.01000000,26156.99000000
2023-05-25 07:45:00,26156.99000000,26168.25000000,26126.76000000,26131.27000000
2023-05-25 08:00:00,26131.27000000,26212.60000000,26128.37000000,26173.47000000
2023-05-25 08:15:00,26173.48000000,26216.56000000,26172.52000000,26216.56000000
2023-05-25 08:30:00,26216.55000000,26252.26000000,26216.55000000,26237.74000000
2023-05-25 08:45:00,26237.75000000,26242.43000000,26216.81000000,26223.87000000
2023-05-25 09:00:00,26223.87000000,26255.71000000,26223.04000000,26241.68000000
2023-05-25 09:15:00,26241.69000000,26255.00000000,26228.71000000,26239.90000000
2023-05-25 09:30:00,26239.90000000,26260.29000000,26239.65000000,26254.35000000
2023-05-25 09:45:00,26254.36000000,26286.76000000,26244.03000000,26284.76000000
2023-05-25 10:00:00,26284.76000000,26302.88000000,26242.46000000,26242.99000000
2023-05-25 10:15:00,26242.99000000,26278.52000000,26241.61000000,26261.81000000
2023-05-25 10:30:00,26261.82000000,26279.15000000,26237.76000000,26243.75000000
2023-05-25 10:45:00,26243.75000000,26248.18000000,26213.79000000,26248.18000000
2023-05-25 11:00:00,26248.17000000,26262.39000000,26244.26000000,26253.78000000
2023-05-25 11:15:00,26253.78000000,26257.09000000,26217.96000000,26217.96000000
2023-05-25 11:30:00,26217.97000000,26233.43000000,26205.84000000,26224.30000000
2023-05-25 11:45:00,26224.31000000,26335.16000000,26224.30000000,26296.62000000
2023-05-25 12:00:00,26296.61000000,26499.99000000,26296.61000000,26390.47000000
2023-05-25 12:15:00,26390.46000000,26459.24000000,26390.46000000,26411.99000000
2023-05-25 12:30:00,26411.99000000,26460.00000000,26377.86000000,26414.50000000
2023-05-25 12:45:00,26414.51000000,26417.35000000,26357.51000000,26403.52000000
2023-05-25 13:00:00,26403.52000000,26421.26000000,26356.66000000,26401.78000000
2023-05-25 13:15:00,26401.78000000,26432.96000000,26387.15000000,26400.42000000
2023-05-25 13:30:00,26400.43000000,26412.41000000,26283.32000000,26322.26000000
2023-05-25 13:45:00,26322.26000000,26348.59000000,26269.53000000,26338.37000000
2023-05-25 14:00:00,26338.36000000,26410.02000000,26290.00000000,26307.24000000
2023-05-25 14:15:00,26307.24000000,26405.49000000,26287.90000000,26386.18000000
2023-05-25 14:30:00,26386.17000000,26422.60000000,26360.00000000,26393.99000000
2023-05-25 14:45:00,26393.99000000,26426.85000000,26347.53000000,26364.65000000
2023-05-25 15:00:00,26364.66000000,26382.10000000,26340.26000000,26363.35000000
2023-05-25 15:15:00,26363.36000000,26391.71000000,26269.79000000,26269.80000000
2023-05-25 15:30:00,26269.79000000,26280.00000000,26168.60000000,26214.90000000
2023-05-25 15:45:00,26214.90000000,26251.11000000,26180.83000000,26226.12000000
2023-05-25 16:00:00,26226.12000000,26257.43000000,26207.47000000,26251.83000000
2023-05-25 16:15:00,26251.82000000,26320.03000000,26222.91000000,26250.63000000
2023-05-25 16:30:00,26250.62000000,26273.00000000,26230.69000000,26265.83000000
2023-05-25 16:45:00,26265.84000000,26291.05000000,26265.08000000,26276.73000000
2023-05-25 17:00:00,26276.73000000,26304.21000000,26250.31000000,26255.71000000
2023-05-25 17:15:00,26255.72000000,26328.59000000,26250.01000000,26321.73000000
2023-05-25 17:30:00,26321.73000000,26384.85000000,26321.73000000,26355.06000000
2023-05-25 17:45:00,26355.06000000,26393.75000000,26338.89000000,26350.84000000
2023-05-25 18:00:00,26350.85000000,26405.31000000,26330.47000000,26335.57000000
2023-05-25 18:15:00,26335.58000000,26413.08000000,26331.28000000,26401.99000000
2023-05-25 18:30:00,26402.00000000,26402.00000000,26353.28000000,26357.43000000
2023-05-25 18:45:00,26357.42000000,26376.03000000,26347.00000000,26374.54000000
2023-05-25 19:00:00,26374.53000000,26631.98000000,26370.16000000,26534.74000000
2023-05-25 19:15:00,26534.74000000,26560.00000000,26491.66000000,26503.95000000
2023-05-25 19:30:00,26503.95000000,26503.96000000,26416.85000000,26454.56000000
2023-05-25 19:45:00,26454.57000000,26493.78000000,26444.24000000,26468.68000000
2023-05-25 20:00:00,26468.67000000,26522.80000000,26458.52000000,26500.16000000
2023-05-25 20:15:00,26500.15000000,26500.16000000,26462.47000000,26482.33000000
2023-05-25 20:30:00,26482.33000000,26484.27000000,26461.91000000,26476.57000000
2023-05-25 20:45:00,26476.57000000,26498.05000000,26476.56000000,26485.21000000
2023-05-25 21:00:00,26485.21000000,26485.22000000,26437.53000000,26457.30000000
2023-05-25 21:15:00,26457.30000000,26470.40000000,26443.28000000,26450.48000000
2023-05-25 21:30:00,26450.47000000,26469.20000000,26442.46000000,26443.08000000
2023-05-25 21:45:00,26443.08000000,26475.86000000,26443.07000000,26475.86000000
2023-05-25 22:00:00,26475.85000000,26475.86000000,26449.70000000,26469.46000000
2023-05-25 22:15:00,26469.46000000,26478.44000000,26442.50000000,26460.00000000
2023-05-25 22:30:00,26460.00000000,26464.01000000,26432.46000000,26433.90000000
2023-05-25 22:45:00,26433.89000000,26459.07000000,26433.89000000,26454.41000000
2023-05-25 23:00:00,26454.41000000,26536.30000000,26454.41000000,26524.55000000
2023-05-25 23:15:00,26524.54000000,26551.02000000,26488.43000000,26496.93000000
2023-05-25 23:30:00,26496.92000000,26496.93000000,26465.55000000,26472.15000000
2023-05-25 23:45:00,26472.15000000,26482.47000000,26468.82000000,26473.79000000
2023-05-26 00:00:00,26473.80000000,26480.61000000,26438.00000000,26453.09000000
2023-05-26 00:15:00,26453.09000000,26496.07000000,26453.09000000,26487.19000000
2023-05-26 00:30:00,26487.19000000,26505.24000000,26446.80000000,26454.62000000
2023-05-26 00:45:00,26454.61000000,26469.94000000,26384.36000000,26469.93000000
2023-05-26 01:00:00,26469.94000000,26510.15000000,26459.84000000,26493.96000000
2023-05-26 01:15:00,26493.95000000,26539.34000000,26410.36000000,26432.72000000
2023-05-26 01:30:00,26432.71000000,26473.86000000,26412.59000000,26412.60000000
2023-05-26 01:45:00,26412.59000000,26423.39000000,26350.00000000,26414.90000000
2023-05-26 02:00:00,26414.90000000,26442.37000000,26400.01000000,26400.01000000
2023-05-26 02:15:00,26400.02000000,26424.10000000,26385.36000000,26415.79000000
2023-05-26 02:30:00,26415.78000000,26435.78000000,26411.21000000,26413.62000000
2023-05-26 02:45:00,26413.62000000,26441.80000000,26403.33000000,26403.34000000
2023-05-26 03:00:00,26403.34000000,26419.82000000,26394.54000000,26419.81000000
2023-05-26 03:15:00,26419.82000000,26436.70000000,26418.88000000,26418.89000000
2023-05-26 03:30:00,26418.89000000,26467.56000000,26418.26000000,26434.40000000
2023-05-26 03:45:00,26434.41000000,26454.32000000,26430.67000000,26435.14000000
2023-05-26 04:00:00,26435.14000000,26450.85000000,26432.49000000,26444.61000000
2023-05-26 04:15:00,26444.61000000,26447.02000000,26420.15000000,26423.46000000
2023-05-26 04:30:00,26423.46000000,26426.85000000,26410.03000000,26420.79000000
2023-05-26 04:45:00,26420.80000000,26434.54000000,26420.79000000,26426.43000000
2023-05-26 05:00:00,26426.44000000,26432.10000000,26400.00000000,26400.01000000
2023-05-26 05:15:00,26400.00000000,26402.87000000,26364.67000000,26377.14000000
2023-05-26 05:30:00,26377.14000000,26392.56000000,26358.66000000,26388.78000000
2023-05-26 05:45:00,26388.77000000,26388.78000000,26336.99000000,26347.43000000
2023-05-26 06:00:00,26347.44000000,26368.94000000,26327.24000000,26368.94000000
2023-05-26 06:15:00,26368.93000000,26399.89000000,26368.93000000,26392.63000000
2023-05-26 06:30:00,26392.64000000,26393.82000000,26370.00000000,26378.57000000
2023-05-26 06:45:00,26378.56000000,26442.80000000,26378.56000000,26434.40000000
2023-05-26 07:00:00,26434.40000000,26445.78000000,26414.36000000,26439.47000000
2023-05-26 07:15:00,26439.48000000,26477.43000000,26436.84000000,26441.79000000
2023-05-26 07:30:00,26441.78000000,26475.00000000,26441.78000000,26466.58000000
2023-05-26 07:45:00,26466.57000000,26534.05000000,26466.57000000,26501.33000000
2023-05-26 08:00:00,26501.34000000,26528.98000000,26489.21000000,26528.48000000
2023-05-26 08:15:00,26528.48000000,26528.48000000,26503.02000000,26512.84000000
2023-05-26 08:30:00,26512.84000000,26549.00000000,26471.11000000,26476.49000000
2023-05-26 08:45:00,26476.48000000,26503.00000000,26468.26000000,26473.36000000
2023-05-26 09:00:00,26473.37000000,26473.50000000,26449.69000000,26453.97000000
2023-05-26 09:15:00,26453.98000000,26461.51000000,26427.93000000,26431.77000000
2023-05-26 09:30:00,26431.78000000,26461.75000000,26430.00000000,26461.75000000
2023-05-26 09:45:00,26461.74000000,26461.75000000,26434.64000000,26445.45000000
2023-05-26 10:00:00,26445.46000000,26445.46000000,26433.66000000,26433.67000000
2023-05-26 10:15:00,26433.67000000,26454.46000000,26423.62000000,26446.78000000
2023-05-26 10:30:00,26446.77000000,26485.86000000,26444.11000000,26472.50000000
2023-05-26 10:45:00,26472.51000000,26472.51000000,26450.12000000,26450.13000000
2023-05-26 11:00:00,26450.12000000,26458.95000000,26431.76000000,26447.71000000
2023-05-26 11:15:00,26447.71000000,26455.00000000,26429.17000000,26450.04000000
2023-05-26 11:30:00,26450.04000000,26450.04000000,26431.40000000,26431.41000000
2023-05-26 11:45:00,26431.41000000,26500.00000000,26429.16000000,26463.29000000
2023-05-26 12:00:00,26463.29000000,26478.19000000,26459.95000000,26478.18000000
2023-05-26 12:15:00,26478.19000000,26478.58000000,26452.32000000,26452.33000000
2023-05-26 12:30:00,26452.33000000,26528.64000000,26355.81000000,26403.27000000
2023-05-26 12:45:00,26403.27000000,26453.27000000,26396.51000000,26440.04000000
2023-05-26 13:00:00,26440.04000000,26503.00000000,26440.04000000,26491.57000000
2023-05-26 13:15:00,26491.57000000,26492.75000000,26445.01000000,26466.57000000
2023-05-26 13:30:00,26466.56000000,26587.98000000,26466.56000000,26549.04000000
2023-05-26 13:45:00,26549.05000000,26593.35000000,26528.17000000,26539.97000000
2023-05-26 14:00:00,26539.98000000,26654.91000000,26539.97000000,26599.99000000
2023-05-26 14:15:00,26600.00000000,26836.02000000,26599.99000000,26777.10000000
2023-05-26 14:30:00,26777.09000000,26932.16000000,26757.73000000,26764.69000000
2023-05-26 14:45:00,26764.69000000,26829.03000000,26756.05000000,26760.01000000
2023-05-26 15:00:00,26760.00000000,26819.66000000,26757.17000000,26806.69000000
2023-05-26 15:15:00,26806.69000000,26817.24000000,26769.53000000,26815.44000000
2023-05-26 15:30:00,26815.44000000,26846.29000000,26779.85000000,26782.43000000
2023-05-26 15:45:00,26782.43000000,26801.00000000,26741.61000000,26750.21000000
2023-05-26 16:00:00,26750.22000000,26780.96000000,26744.63000000,26760.44000000
2023-05-26 16:15:00,26760.43000000,26830.00000000,26760.43000000,26820.11000000
2023-05-26 16:30:00,26820.11000000,26820.12000000,26791.87000000,26799.74000000
2023-05-26 16:45:00,26799.75000000,26810.00000000,26790.72000000,26792.36000000
2023-05-26 17:00:00,26792.35000000,26810.00000000,26780.97000000,26809.99000000
2023-05-26 17:15:00,26810.00000000,26837.34000000,26767.78000000,26779.99000000
2023-05-26 17:30:00,26779.98000000,26792.67000000,26742.73000000,26748.68000000
2023-05-26 17:45:00,26748.67000000,26748.68000000,26686.04000000,26713.00000000
2023-05-26 18:00:00,26713.00000000,26719.10000000,26610.49000000,26659.15000000
2023-05-26 18:15:00,26659.14000000,26702.76000000,26635.83000000,26681.90000000
2023-05-26 18:30:00,26681.90000000,26757.09000000,26674.17000000,26744.53000000
2023-05-26 18:45:00,26744.52000000,26747.57000000,26718.52000000,26730.69000000
2023-05-26 19:00:00,26730.68000000,26793.53000000,26730.68000000,26780.55000000
2023-05-26 19:15:00,26780.56000000,26783.08000000,26741.41000000,26758.84000000
2023-05-26 19:30:00,26758.84000000,26822.88000000,26758.83000000,26804.19000000
2023-05-26 19:45:00,26804.18000000,26807.26000000,26761.95000000,26767.21000000
2023-05-26 20:00:00,26767.22000000,26786.67000000,26751.55000000,26786.66000000
2023-05-26 20:15:00,26786.67000000,26807.50000000,26750.96000000,26750.96000000
2023-05-26 20:30:00,26750.97000000,26780.95000000,26750.96000000,26764.75000000
2023-05-26 20:45:00,26764.74000000,26771.31000000,26736.11000000,26747.66000000
2023-05-26 21:00:00,26747.66000000,26790.00000000,26747.65000000,26759.86000000
2023-05-26 21:15:00,26759.85000000,26763.68000000,26726.87000000,26726.88000000
2023-05-26 21:30:00,26726.87000000,26736.54000000,26722.35000000,26728.68000000
2023-05-26 21:45:00,26728.67000000,26741.12000000,26722.47000000,26725.24000000
2023-05-26 22:00:00,26725.23000000,26753.02000000,26725.23000000,26753.01000000
2023-05-26 22:15:00,26753.02000000,26754.11000000,26733.96000000,26741.53000000
2023-05-26 22:30:00,26741.52000000,26745.32000000,26725.14000000,26732.04000000
2023-05-26 22:45:00,26732.04000000,26732.05000000,26686.00000000,26686.00000000
2023-05-26 23:00:00,26686.01000000,26717.02000000,26686.00000000,26717.01000000
2023-05-26 23:15:00,26717.02000000,26726.77000000,26696.59000000,26700.67000000
2023-05-26 23:30:00,26700.67000000,26718.44000000,26700.67000000,26718.43000000
2023-05-26 23:45:00,26718.43000000,26720.34000000,26703.20000000,26705.92000000
2023-05-27 00:00:00,26705.93000000,26713.40000000,26677.23000000,26678.86000000
2023-05-27 00:15:00,26678.87000000,26680.56000000,26644.96000000,26658.38000000
2023-05-27 00:30:00,26658.38000000,26667.48000000,26641.70000000,26641.70000000
2023-05-27 00:45:00,26641.70000000,26651.93000000,26633.00000000,26651.92000000
2023-05-27 01:00:00,26651.93000000,26670.13000000,26645.62000000,26655.96000000
2023-05-27 01:15:00,26655.96000000,26707.51000000,26655.95000000,26690.06000000
2023-05-27 01:30:00,26690.06000000,26702.99000000,26679.20000000,26699.90000000
2023-05-27 01:45:00,26699.91000000,26713.76000000,26688.73000000,26713.76000000
2023-05-27 02:00:00,26713.75000000,26727.80000000,26708.06000000,26712.51000000
2023-05-27 02:15:00,26712.51000000,26712.51000000,26691.48000000,26692.14000000
2023-05-27 02:30:00,26692.14000000,26724.62000000,26688.08000000,26713.07000000
2023-05-27 02:45:00,26713.07000000,26742.98000000,26704.75000000,26742.97000000
2023-05-27 03:00:00,26742.98000000,26748.71000000,26716.99000000,26720.18000000
2023-05-27 03:15:00,26720.18000000,26731.60000000,26713.15000000,26722.15000000
2023-05-27 03:30:00,26722.15000000,26782.73000000,26722.15000000,26772.53000000
2023-05-27 03:45:00,26772.53000000,26772.54000000,26744.25000000,26752.00000000
2023-05-27 04:00:00,26752.00000000,26759.45000000,26750.00000000,26750.00000000
2023-05-27 04:15:00,26750.00000000,26750.02000000,26725.50000000,26737.67000000
2023-05-27 04:30:00,26737.68000000,26781.68000000,26730.94000000,26773.29000000
2023-05-27 04:45:00,26773.30000000,26786.51000000,26760.95000000,26760.96000000
2023-05-27 05:00:00,26760.95000000,26763.71000000,26750.09000000,26750.10000000
